,Kingdom,Phylum,Class,Order,Family,Genus,Species
d84f02501eee8546d56f9171fe0abf5f,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Unassigned Microbacteriaceae,Unassigned Microbacteriaceae
5334b40fec2eeaeb9e8f45893d020ff9,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Salinibacterium,Unassigned Salinibacterium
b9781e39f4300fcfc6d995cf5df79388,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Frigoribacterium,Unassigned Frigoribacterium
ab7f37bc459ca68998791562149d11cf,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Frigoribacterium,Unassigned Frigoribacterium
f8e09f5b95f4cd92d9e1f361a93cc93d,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leucobacter,Unassigned Leucobacter
5d23f88f8d4f964cf40248e87555a2bf,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leucobacter,Unassigned Leucobacter
56b45ecb63579b6dbdbae32d010a4e44,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Beutenbergiaceae,Unassigned Beutenbergiaceae,Unassigned Beutenbergiaceae
ad574a0549476e3fe09be14e6cbee475,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,Cellulomonas,Unassigned Cellulomonas
d14b5183627f2dddad5a169f75f94a94,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,Demequina,Unassigned Demequina
41470de26eec3b1b33b1bafb3cef4d8a,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermacoccaceae,Dermacoccus,Unassigned Dermacoccus
5bf792b596aa99dc6d83178a4f92cf7a,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermacoccaceae,Dermacoccus,Unassigned Dermacoccus
daa7db8dcfd13b7ffdccbb86382d8713,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Unassigned Intrasporangiaceae,Unassigned Intrasporangiaceae
4637321a52de300f1823d4abe8e7e314,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Kineosporiaceae,Kineococcus,Unassigned Kineococcus
a56e210805ff113bfeda1e479d11c7c2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Kineosporiaceae,Kineococcus,Unassigned Kineococcus
49a1897b3e8a961a219716df9d1892f5,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinomycetospora,Unassigned Actinomycetospora
0ba08b42c8304cbf8027895cc0801549,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Unassigned Actinomycetales,Unassigned Actinomycetales,Unassigned Actinomycetales
559912c03c7576d969fb35b21ade2922,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Unassigned Actinomycetales,Unassigned Actinomycetales,Unassigned Actinomycetales
5941649d4b8ed7f87ffe8733f58d6960,Bacteria,Actinobacteria,Actinobacteria,Unassigned Actinobacteria,Unassigned Actinobacteria,Unassigned Actinobacteria,Unassigned Actinobacteria
2d4bab12abb29d1d26d327a48f087d7d,Bacteria,Actinobacteria,Actinobacteria,Unassigned Actinobacteria,Unassigned Actinobacteria,Unassigned Actinobacteria,Unassigned Actinobacteria
c9967be51d18a28c543bff61ca82b2f5,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Geodermatophilaceae,Unassigned Geodermatophilaceae,Unassigned Geodermatophilaceae
02a7bd95ffcda6b53ca4f400f9b7edda,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Geodermatophilaceae,Unassigned Geodermatophilaceae,Unassigned Geodermatophilaceae
e795fed13ead27da7c3bedd15b4a59c1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Unassigned Rhodococcus
60f2b9e8576a89d14a6dc366b255e9e3,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,Unassigned Gordonia
117a8405e544d0a1672281e477e6b3e5,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,Unassigned Gordonia
0bbe0ac853b20fb81326081587a428ca,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,Unassigned Gordonia
e2d4eb58b40b04988711c1f2ba5a2b00,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,Unassigned Gordonia
19204afc1725d29f7e61c8abab02e6e7,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Unassigned Actinomycetales,Unassigned Actinomycetales,Unassigned Actinomycetales
08fa4ec20acbc44098c59e693c7749cf,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Williamsiaceae,Williamsia,Unassigned Williamsia
ffca5d56f8937af93fd3c1d1f8d28ff1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Williamsiaceae,Williamsia,Unassigned Williamsia
6bae37822e33636a5de9d026954b1176,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unassigned Mycobacterium
ebd8207e2101fba309325d29f74689f8,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium_celatum
28b5cd45169df88637102010e24e6a4c,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unassigned Mycobacterium
460e05d1b848f09d0ae1a5e88af9375c,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unassigned Mycobacterium
1a18c01b2321e0e8a33e798eb1cec14f,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium_arupense
73b7563f30dc3ad68a861e25ce589c0a,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unassigned Mycobacterium
006d5eda86c251132cd2272afd51d053,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unassigned Mycobacterium
febd535a7bee9d67e6701186e8682052,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unassigned Mycobacterium
2489f2bf41c3775c64ea6b48d663a283,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unassigned Mycobacterium
74e1aa089b19493792699382cb833550,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unassigned Mycobacterium
565eb788433094300eceacd42ade4899,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,Rhodococcus_fascians
3803258f892a9f8b6ee2e1b6de8436d4,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Unassigned Nocardioidaceae,Unassigned Nocardioidaceae
8fd44c47cccfca622de8dcc1c76d3fd5,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unassigned Nocardioides
35a7ad72165ab97731765b0549b2c73c,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Unassigned Actinomycetales,Unassigned Actinomycetales,Unassigned Actinomycetales
75e6ff348bd744a73d14c04efcb411d5,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Unassigned Acidimicrobiales,Unassigned Acidimicrobiales,Unassigned Acidimicrobiales
ce496d9816d8c54ceb73c1526258984a,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Unassigned Acidimicrobiales,Unassigned Acidimicrobiales,Unassigned Acidimicrobiales
d7d0ad440cf22a354d6807bc15b718bf,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Unassigned Acidimicrobiales,Unassigned Acidimicrobiales,Unassigned Acidimicrobiales
99873ab665daa0709176f295f5fea9d4,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Microthrixaceae,Unassigned Microthrixaceae,Unassigned Microthrixaceae
555436f380e4a7fbcd28b05f1541de7a,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Unassigned Acidimicrobiales,Unassigned Acidimicrobiales,Unassigned Acidimicrobiales
816ed57ea0059f39b991811f69ffa36d,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,Unassigned EB1017,Unassigned EB1017
d41065e6507be00ad652c5b0f7ffc901,Bacteria,WPS-2,Unassigned WPS-2,Unassigned WPS-2,Unassigned WPS-2,Unassigned WPS-2,Unassigned WPS-2
f4ab61227ab22b948634fe796066bb2f,Bacteria,WPS-2,Unassigned WPS-2,Unassigned WPS-2,Unassigned WPS-2,Unassigned WPS-2,Unassigned WPS-2
6b05140089fa4b8ff4e79b2b671243ba,Bacteria,WPS-2,Unassigned WPS-2,Unassigned WPS-2,Unassigned WPS-2,Unassigned WPS-2,Unassigned WPS-2
39856405c60faaacd1e4ee7c53af990b,Bacteria,WPS-2,Unassigned WPS-2,Unassigned WPS-2,Unassigned WPS-2,Unassigned WPS-2,Unassigned WPS-2
ffbc78015a700207ff00607699c8af55,Bacteria,Unassigned Bacteria,Unassigned Bacteria,Unassigned Bacteria,Unassigned Bacteria,Unassigned Bacteria,Unassigned Bacteria
317a60b250a947e5c2a8bd560b503025,Bacteria,WPS-2,Unassigned WPS-2,Unassigned WPS-2,Unassigned WPS-2,Unassigned WPS-2,Unassigned WPS-2
51d7d2495565e6c5d58ce98e6e785c90,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,Unassigned Fimbriimonas
5b804a394221cca52d53a690091aa513,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,Unassigned Fimbriimonas
f0a8115505c08c0fd87353abf34f1490,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,Unassigned Fimbriimonas
cf6b97789c0a08d1ddb0b28fa183a040,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,Unassigned Fimbriimonas
16bab32a19d347ed6275975eded57dfb,Bacteria,Armatimonadetes,Armatimonadia,FW68,Unassigned FW68,Unassigned FW68,Unassigned FW68
8a866b9a7d28e9e84908d7d2e0ecdbbe,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Unassigned Armatimonadaceae,Unassigned Armatimonadaceae
0c2ab10d74b5dcdededba213d32e8336,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Unassigned Armatimonadaceae,Unassigned Armatimonadaceae
71c1eb10f931fcacbb27b1687095b5db,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Unassigned Armatimonadaceae,Unassigned Armatimonadaceae
a659f8753dd38fb2bf2b1b2dc99955eb,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Unassigned Armatimonadaceae,Unassigned Armatimonadaceae
aa11e2639cbcec8c60a0eb74e52b2dbe,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Unassigned Armatimonadaceae,Unassigned Armatimonadaceae
67051cc549d1066988912380897a276a,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Unassigned Chthonomonadaceae,Unassigned Chthonomonadaceae
d9ceab2ccac146913d6ad6257e68c7bb,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Unassigned Chthonomonadaceae,Unassigned Chthonomonadaceae
dcd1b5847ec126f40c11e983ab99d4e9,Bacteria,Chloroflexi,Thermomicrobia,Unassigned Thermomicrobia,Unassigned Thermomicrobia,Unassigned Thermomicrobia,Unassigned Thermomicrobia
7f0878104de21b881a6328168c1c4be3,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,Unassigned JG30-KF-CM45,Unassigned JG30-KF-CM45,Unassigned JG30-KF-CM45
f7f31871897b1f4196c4a4483d2db27f,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,Unassigned JG30-KF-CM45,Unassigned JG30-KF-CM45,Unassigned JG30-KF-CM45
8addee6ecfee91b372127e7f14c037a8,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,Unassigned JG30-KF-CM45,Unassigned JG30-KF-CM45,Unassigned JG30-KF-CM45
53f87736a20a0683bb6ffacfefdbebbc,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Unassigned Solibacteraceae,Unassigned Solibacteraceae
522e6cd9f6768634ae4d3da0e69f6c44,Bacteria,TM6,SJA-4,Unassigned SJA-4,Unassigned SJA-4,Unassigned SJA-4,Unassigned SJA-4
22d12c018f3d08098e51c53eb1455056,Bacteria,TM6,SJA-4,Unassigned SJA-4,Unassigned SJA-4,Unassigned SJA-4,Unassigned SJA-4
c2d6764cc3840b750706b7c3b6a83db4,Bacteria,Cyanobacteria,Unassigned Cyanobacteria,Unassigned Cyanobacteria,Unassigned Cyanobacteria,Unassigned Cyanobacteria,Unassigned Cyanobacteria
a3ea110fb3404f6d14977f66f29bcac6,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Nostocaceae,Unassigned Nostocaceae,Unassigned Nostocaceae
d52a0c4e1ecbc4b43aab8524424fbcd3,Bacteria,Cyanobacteria,Unassigned Cyanobacteria,Unassigned Cyanobacteria,Unassigned Cyanobacteria,Unassigned Cyanobacteria,Unassigned Cyanobacteria
28ef12e0c3070f078d0cf29a2120f966,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Unassigned Blattabacteriaceae,Unassigned Blattabacteriaceae
9048de2c7df3cc9ae89dd8655de51654,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Unassigned Cytophagaceae,Unassigned Cytophagaceae
7b18d62fecb8b2a08028e9b01cabecfd,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,Unassigned Hymenobacter
c7c09747231bff35579d97cd386e6d62,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,Unassigned Hymenobacter
8c35f0eb836986f62fa0fd60b5e1fa93,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,Unassigned Hymenobacter
bc314e90d3dcbccd43d0863db50b72de,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,Unassigned Hymenobacter
3b6f411d5c43ae745bddcc39f05166d2,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,Unassigned Hymenobacter
f16325e5530aa77435566caafdecb65a,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,Unassigned Hymenobacter
b2bb2775c13fbb68b1feeadcdd40e212,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,Unassigned Hymenobacter
0fbf7e0a4a343e55acfcd531083d070a,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,Unassigned Hymenobacter
ddeb8f6eb85b55a442a6efbc75d6b4d4,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,Unassigned Hymenobacter
9d377b4a20a08542f033ac9f10fcb972,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,Unassigned Hymenobacter
e8b9b24a9b8be1b45d388ef21c73c5a0,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,Unassigned Hymenobacter
e9915c529b4896f541a58c21bae20101,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,Unassigned Hymenobacter
46eb8f1bcc767e9d7e39a8dd16e49023,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,Unassigned Hymenobacter
bfb758aa28184610485715737a961d56,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,Unassigned Hymenobacter
ee3800c27eda11bd93fdfded315d0dcd,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,Unassigned Hymenobacter
2e359c79881414a66e2ff955876a8506,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,Unassigned Hymenobacter
5f1830963217edddc01282026d42dc1a,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,Unassigned Dyadobacter
d771dc125751d5e0c0b535042e466200,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Rudanella,Unassigned Rudanella
dc1a1cf2ec4e8cebce5e475c777a714e,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Unassigned Spirosoma
5682a20d9c6aa2b558c62c5f719abaca,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Rudanella,Unassigned Rudanella
176a44fe95228bce048b29ff223f7453,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Rudanella,Unassigned Rudanella
09a4605f0c3258c326691764b6026f56,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Rudanella,Unassigned Rudanella
e53c5c6cfde32b43bad2653527475b85,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Unassigned Spirosoma
944132612c674474cf67a903f048ff32,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Unassigned Spirosoma
00642986884bef0fbf09e9513d13c964,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Unassigned Spirosoma
19732d4e1555ee85f4ec64f9c2080c0c,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Unassigned Spirosoma
18bd67460a0b4c262a1e207ab618b4a0,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Unassigned Spirosoma
e9e15d6a4b3c6b7848abc2f0b643adf4,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Unassigned Spirosoma
474d750f46ba257f675e2455fd710ca2,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Unassigned Spirosoma
1c2dd032b59351863175724707529b4f,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Unassigned Spirosoma
76a889ae9dc4f9db3e2ee86be307b2ed,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Unassigned Spirosoma
5698da4d58de4dc5ced8a442b959082b,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Unassigned Spirosoma
b9654eee0c0c1f0763ae70505b3c388a,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Unassigned Spirosoma
e13e5974864eb48b125f74ef5dfa567a,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Unassigned Spirosoma
803751a06e5dab7596f33162e68b7936,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Unassigned Spirosoma
d631da51ea806ca4e82b9bf8358aee19,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Unassigned Spirosoma
c724b6642321ce2ac72165ee6c6a8d96,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Unassigned Cytophagales,Unassigned Cytophagales,Unassigned Cytophagales
5253a2e83bd09de7f5cccd1d4181f822,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Unassigned Cytophagaceae,Unassigned Cytophagaceae
773f53cbd26f1a3cc4a0d77d875d1acc,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Unassigned Cytophagaceae,Unassigned Cytophagaceae
60ed1faaf037259266bad21d9c2fc73b,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Unassigned Cytophagaceae,Unassigned Cytophagaceae
678e19440fce8768aac595cba638d3bf,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Unassigned Cytophagaceae,Unassigned Cytophagaceae
bec3ba2dda29e48f28b9db1af76cf968,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,Unassigned Cytophaga
607c316aad8f8710e843d8eb2af5ca0b,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Flectobacillus,Unassigned Flectobacillus
69f3be1ce26140f5820552e2a9d49289,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Flectobacillus,Unassigned Flectobacillus
4bf0c3e8c86476b155ccb3ca49541c87,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Flectobacillus,Unassigned Flectobacillus
c22a38f610d56162e5ed2cf895e152a5,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Flectobacillus,Unassigned Flectobacillus
989c7b66a7301ee45e10ebde644cd489,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Flectobacillus,Unassigned Flectobacillus
f6d264ce9a12b0231cf236a96110b1c4,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Flectobacillus,Unassigned Flectobacillus
79ae998daf29e464699397cbd8d98e5d,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Unassigned Cytophagaceae,Unassigned Cytophagaceae
202b4d8d3e22e9f62cd6dfca674ae076,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Sporocytophaga,Unassigned Sporocytophaga
8015c4b5ed75a4a20302c1ac1ca5adaf,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Unassigned Cytophagales,Unassigned Cytophagales,Unassigned Cytophagales
056c691d08e0f5eff3bf82c2792591b4,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia,Unassigned Emticicia
3bdf3962a4d6b9738dc1bfa095f6cc8e,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium_multivorum
04a9278c8747279936a81ae1c9731161,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
f354d4527d83c0342cf74a35cf08bf0a,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
e5e45fe5960b838c45765068621efcd5,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Unassigned Pedobacter
bdaab6b6421beafdd509509e8e1c3cfd,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Unassigned Pedobacter
1af8d041bde3f00f8e3f31d4f95ae21d,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Unassigned Pedobacter
8cf646f2d2ffa7d4a56e9156530deb71,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Unassigned Pedobacter
ad2eec66a0024c6735f128c2f1fad6d9,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Unassigned Pedobacter
3fa555504ea0d6d3e53576454caeb301,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter_cryoconitis
8310deaf296c304dea209d19107677a0,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Unassigned Pedobacter
f30cbd76d49292dd3c27c181f11395c8,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Unassigned Pedobacter
36019bb30374dc721286587a3d7e0662,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Unassigned Pedobacter
07b4cfd07a3a63d9aa1c26404faf19a4,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Unassigned Pedobacter
a3722ccdc1fa409dc04c94095ae80889,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Unassigned Pedobacter
074e66f75650948b8df12cfe2ffb5f37,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Unassigned Pedobacter
7f0ae29f3914ac6308d86616e8c1bbc8,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Unassigned Pedobacter
5c4e0ec36178f7fd2fc352019e45276e,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Unassigned Pedobacter
47a685bf79eceaea3744e793d5f62302,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Unassigned Pedobacter
0c1cacf626de7393ff375474f28ea84c,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Unassigned Pedobacter
78ab203898ec95b17fd470b2aaba988c,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Unassigned Pedobacter
d93710531847e0d902d724e2e85c7c6c,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
2d21c7aa75f166d1817f6fea83caf6d6,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
b2223881eb7b5ad67068d8b18dda25ac,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
c6f4727653521b499e5a13115e414c68,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
32d38a074eca61d717ca554783bca501,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
220025358e7e6aa5c900d5db660426d7,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
db6c4eac53f82e39dfff875616352c1b,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
31088b482faddc0db1061b31fe8d6de7,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
bbbe035ae8e20acdea4a6e652c65048f,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
